454,18,432,25,0.24413,0.37184,1.4005,2.1334,1.3724e+05
477,24,122,26,0.31317,0.28356,-0.12401,1.6222,28573
233,22,223,24,0.2428,0.32388,1.004,2.2076,75800
254,25,428,35,0.2274,0.28378,1.4928,2.6275,1.0105e+05
295,22,308,15,0.29237,0.28976,-0.075649,1.532,25217
347,35,395,14,0.21488,0.32008,-0.10929,1.7395,37730
146,38,266,11,0.29237,0.32587,-0.10309,1.4954,31150
222,30,194,33,0.29967,0.38914,1.2563,2.6468,99838
419,22,159,33,0.22058,0.3464,0.73668,2.0017,1.573e+05
290,36,211,30,0.22765,0.38778,0.67292,2.0227,98032
202,15,212,30,0.21099,0.36288,-0.040297,0.62238,4.0354e+05
323,14,268,11,0.23935,0.38025,1.2855,2.0119,64144
485,14,113,38,0.21021,0.26503,-0.0499,0.21941,5.4713e+05
165,20,270,27,0.28924,0.38375,1.3922,2.6107,1.1428e+05
328,34,122,15,0.30159,0.29327,1.3449,2.928,1.2876e+05
381,29,475,34,0.29273,0.28291,2.3905,3.8172,1.1386e+05
376,17,478,29,0.23726,0.38764,-0.015275,0.39055,5.7968e+05
448,31,328,27,0.27472,0.32251,1.676,2.8452,1.1777e+05
113,32,409,26,0.21496,0.27246,-0.038815,2.7096,40220
124,27,216,35,0.28663,0.37467,1.3297,3.1544,1.2364e+05
310,14,138,21,0.24479,0.26525,1.109,2.5155,99857
246,18,448,36,0.28084,0.3783,-0.04546,0.31098,3.1884e+05
314,15,239,20,0.24316,0.3673,0.94019,1.8236,93419
381,34,365,30,0.23182,0.31239,1.1938,2.2767,1.063e+05
236,40,244,11,0.27883,0.34777,-0.10503,1.3986,30314
490,20,166,21,0.20956,0.30656,0.65329,1.7229,66883
359,37,345,23,0.28816,0.29028,-0.078137,1.9147,33616
478,15,132,19,0.28664,0.37286,0.76298,1.767,94871
356,34,480,34,0.26751,0.27307,-0.040138,2.3624,37307
123,18,350,14,0.31375,0.37997,2.5754,3.7877,1.3962e+05
270,12,211,35,0.24942,0.34906,-0.039996,0.34049,3.5207e+05
290,15,300,34,0.29862,0.28489,-0.043702,0.25114,3.1676e+05
482,30,379,31,0.30959,0.34184,2.3905,3.6008,1.1988e+05
328,30,418,22,0.22873,0.39193,1.2404,2.1128,1.071e+05
114,27,305,36,0.23845,0.30545,1.3262,2.89,1.0569e+05
421,14,134,16,0.22845,0.32046,0.62466,1.751,63703
235,30,368,16,0.30742,0.32768,-0.074178,1.4654,28172
224,10,221,39,0.28058,0.26899,-0.0095434,0.12487,3.2565e+05
309,13,481,23,0.24545,0.33407,-0.054566,0.20212,1.2636e+05
332,39,316,28,0.25978,0.32035,1.3461,2.5466,1.2443e+05
356,17,156,32,0.26121,0.28602,0.028997,1.0877,1.5724e+06
322,38,465,31,0.24903,0.27691,-0.045387,2.5206,40731
110,26,123,23,0.25482,0.27954,1.1934,3.6307,97598
274,24,225,29,0.30344,0.38607,1.2424,2.635,1.1463e+05
189,17,191,15,0.24257,0.33352,1.0481,2.1693,65870
378,36,447,29,0.28377,0.27358,-0.057428,2.1341,35897
358,22,448,18,0.29304,0.36999,2.4722,3.6742,1.2534e+05
268,12,445,26,0.31103,0.32411,-0.063646,0.13063,75031
456,20,194,27,0.26514,0.38077,0.92113,2.0543,1.311e+05
330,34,243,32,0.25144,0.28732,1.3273,2.8263,1.0523e+05
123,18,350,14,0.31375,0.37997,2.5754,3.7877,1.3962e+05
358,22,448,18,0.29304,0.36999,2.4722,3.6742,1.2534e+05
482,30,379,31,0.30959,0.34184,2.3905,3.6008,1.1988e+05
490,20,193,24,0.26664,0.36161,0.92431,2.0435,99726
244,31,210,34,0.30165,0.33366,1.7356,3.6811,1.13e+05
311,29,266,32,0.23424,0.37505,0.83996,2.0163,97742
400,21,316,25,0.23542,0.2698,1.5626,2.693,74287
272,24,456,27,0.28193,0.38369,2.2067,3.0152,1.0502e+05
296,22,224,33,0.29876,0.32495,1.8185,3.3945,1.2705e+05
363,23,420,28,0.22715,0.28351,-0.039543,2.6389,41345
209,32,323,34,0.27513,0.32292,1.5774,2.9589,1.1392e+05
360,22,252,14,0.2978,0.37917,2.4707,3.7859,1.1012e+05
333,19,167,39,0.23951,0.30412,-0.012364,0.71093,1.1363e+06
379,35,345,27,0.21924,0.29142,1.1461,2.2382,99423
273,28,350,15,0.22982,0.28383,-0.094916,1.7938,30922
379,17,439,38,0.23678,0.37876,-0.04483,0.38571,4.8882e+05
408,28,416,28,0.23822,0.37078,1.214,2.1613,99762
244,14,273,27,0.21113,0.27699,-0.021765,0.63092,4.47e+05
350,27,383,13,0.26561,0.3201,-0.083572,1.5206,32900
352,23,228,25,0.29434,0.27373,2.2295,3.8625,85267
255,23,269,38,0.25839,0.28396,1.5668,3.2085,1.7844e+05
361,10,291,34,0.25479,0.3157,-0.033731,0.13416,2.7162e+05
215,18,434,36,0.23784,0.29515,-0.034795,0.35116,4.3386e+05
137,19,380,24,0.22281,0.30393,-0.040076,1.4344,25813
247,25,166,21,0.23209,0.30678,0.80315,2.0962,77102
351,17,405,33,0.25661,0.27684,0.015368,0.43656,5.2817e+05
372,32,340,27,0.26863,0.32274,1.6364,2.7847,1.1696e+05
173,23,151,34,0.22215,0.27826,-0.12254,1.5722,37667
326,21,206,20,0.30604,0.29286,2.3741,3.8992,87132
326,14,136,18,0.24608,0.2646,1.0768,2.3847,71106
456,23,241,26,0.26475,0.3689,0.95573,2.0782,99913
343,33,206,25,0.23166,0.32036,0.82327,2.0658,94312
208,34,365,16,0.22918,0.32806,-0.10132,1.6759,33974
338,26,244,24,0.24326,0.32567,1.0171,2.1594,87057
